web-scraper-order,web-scraper-start-url,nom,prix,adresse,img_link-src
"1739376519-402","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vache","350 000CFA","Gassane, Sénégal","https://images.coinafrique.com/thumb_4864739_uploaded_image1_1722168896.jpg"
"1739376519-403","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton hiamalayen","200 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4864117_uploaded_image1_1722115248.jpg"
"1739376519-404","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Siamois","200 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4855435_uploaded_image1_1721662817.jpg"
"1739376519-405","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœufs race Goudali","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4853741_uploaded_image1_1721569594.jpg"
"1739376519-406","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vache montbéliardes","2 000 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4851931_uploaded_image2_1721447498.jpeg"
"1739376519-407","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perruche ondulée","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg"
"1739376519-408","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perruche ondulée","30 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846053_uploaded_image1_1721147434.jpg"
"1739376519-409","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perruches ondulées blanches","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846024_uploaded_image1_1721146605.jpg"
"1739376519-410","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Persan pure race","500 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4818301_uploaded_image1_1719774491.jpg"
"1739376519-411","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chatons Persan pure race","450 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4808981_uploaded_image1_1719268557.jpg"
"1739376519-412","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Scottish fold et scottish straight de race pure","700 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4808971_uploaded_image1_1719267956.jpg"
"1739376519-413","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Foin","4 600CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4807500_uploaded_image1_1719210823.jpg"
"1739376519-414","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Paon","140 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg"
"1739376519-415","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chat scotish","750 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4803206_uploaded_image1_1718912151.jpg"
"1739376519-416","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Poussin dinde rouge","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794677_uploaded_image1_1718313441.jpg"
"1739376519-417","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Cochin Fauve","17 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794473_uploaded_image1_1718301841.jpg"
"1739376519-418","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Poussin Cochin disponible","17 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794466_uploaded_image1_1718301585.jpg"
"1739376519-419","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chat persan","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4785131_uploaded_image1_1717786702.jpg"
"1739376519-420","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton Angora","350 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4765270_uploaded_image1_1716842569.jpg"
"1739376519-421","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vache laitière Montbéliarde","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4765247_uploaded_image1_1716841792.jpg"
"1739376519-422","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton Scottish","450 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4755374_uploaded_image1_1716328455.jpg"
"1739376519-423","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vaches Montbéliarde","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4753936_uploaded_image1_1716257870.jpg"
"1739376519-424","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vache Montbéliard et Holstein","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4753935_uploaded_image1_1716257776.jpg"
"1739376519-425","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Vache  Montbéliard Holstein","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4753933_uploaded_image1_1716257630.jpg"
"1739376519-426","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Boeuf","800 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_4752043_uploaded_image1_1716145974.jpg"
"1739376519-427","https://sn.coinafrique.com/categorie/autres-animaux?page=1","3 chatons","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4751663_uploaded_image1_1716126912.jpg"
"1739376519-428","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Paon bleu","250 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4686441_uploaded_image1_1712838619.jpg"
"1739376519-429","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perroquet inséparable","60 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4724298_uploaded_image1_1714756962.jpg"
"1739376519-430","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chat Siamois","300 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4723220_uploaded_image1_1714727016.jpg"
"1739376519-431","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Hamster","5 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4723216_uploaded_image1_1714726904.jpg"
"1739376519-432","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Cailles","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_4701407_uploaded_image1_1713575328.jpg"
"1739376519-433","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Perruche","20 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4701230_uploaded_image1_1713565518.jpg"
"1739376519-434","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Chaton","Prix sur demande","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4689687_uploaded_image1_1713000926.jpg"
"1739376519-435","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœufs","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4679890_uploaded_image1_1712437211.jpg"
"1739376519-436","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Paire de perruches ondulées","40 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4679396_uploaded_image1_1712411459.jpg"
