web-scraper-order,web-scraper-start-url,details,prix,adresse,img_link-src
"1739370930-374","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelle opal rosa","35 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3544071_uploaded_image1_1643465628.jpg"
"1739370930-375","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3543634_uploaded_image1_1643440137.jpg"
"1739370930-376","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins nains","35 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3537679_uploaded_image1_1643058435.jpg"
"1739370930-377","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple Lapins","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3536316_uploaded_image1_1642949781.jpg"
"1739370930-378","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin coucou","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3530700_uploaded_image1_1642595156.jpg"
"1739370930-379","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin blanc","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3530692_uploaded_image1_1642595027.jpg"
"1739370930-380","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulet","25 003 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3529776_uploaded_image1_1642526350.jpg"
"1739370930-381","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3527552_uploaded_image1_1642403544.jpg"
"1739370930-382","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelle manteau Opale","60 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3526942_uploaded_image1_1642346260.jpg"
"1739370930-383","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins Angoura","15 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3521996_uploaded_image1_1642019964.jpg"
"1739370930-384","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3521128_uploaded_image1_1641989046.jpg"
"1739370930-385","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","40 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3520760_uploaded_image1_1641976763.jpg"
"1739370930-386","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Bleue Hollandaise","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513806_uploaded_image1_1641562270.jpg"
"1739370930-387","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Crimpan","75 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_3505148_uploaded_image1_1641130075.jpg"
"1739370930-388","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple de poule Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502325_uploaded_image1_1640848021.jpg"
"1739370930-389","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Jeune mâle Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3494983_uploaded_image1_1640242888.jpg"
"1739370930-390","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule cou nue","16 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3473109_uploaded_image1_1638884949.jpg"
"1739370930-391","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple pigeons cravate","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3468974_uploaded_image1_1638651001.jpg"
"1739370930-392","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3464218_uploaded_image1_1638449183.jpg"
"1739370930-393","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3464191_uploaded_image1_1638448708.jpg"
"1739370930-394","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","3 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3447997_uploaded_image1_1637496004.jpg"
"1739370930-395","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Voyageur","17 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3444824_uploaded_image1_1637284415.jpg"
"1739370930-396","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Boulan blanc","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3441505_uploaded_image1_1637127613.jpg"
"1739370930-397","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule femelle Orpington","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3441502_uploaded_image1_1637127447.jpg"
"1739370930-398","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3437255_uploaded_image1_1636886889.jpg"
"1739370930-399","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3436083_uploaded_image1_1636807309.jpg"
"1739370930-400","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins brahma couple","22 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3426274_uploaded_image1_1636309987.jpg"
"1739370930-401","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon couple Cauchois","70 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3418999_uploaded_image1_1635954718.jpg"
"1739370930-402","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon femelle Mondain","70 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3418994_uploaded_image1_1635954539.jpg"
"1739370930-403","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons Texan","60 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3414604_uploaded_image1_1635789687.jpg"
"1739370930-404","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Cauchois","100 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3414597_uploaded_image1_1635789492.jpg"
"1739370930-405","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Bouvreuil Archangel","40 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3414593_uploaded_image1_1635789344.jpg"
"1739370930-406","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon","35 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405195_uploaded_image1_1635268881.jpg"
"1739370930-407","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3404905_uploaded_image1_1635261146.jpg"
"1739370930-408","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulets de chair","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3394674_uploaded_image1_1634723623.jpg"
"1739370930-409","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Lahor","65 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3382710_uploaded_image1_1634069766.jpg"
"1739370930-410","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3382693_uploaded_image1_1634069396.jpg"
"1739370930-411","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons Laince","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3380877_uploaded_image1_1633980647.jpg"
"1739370930-412","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules pondeuses","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3379737_uploaded_image1_1633947290.jpg"
"1739370930-413","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons bouvreuils","22 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3378491_uploaded_image1_1633862943.jpg"
"1739370930-414","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins brahman herminé - cochin blanc","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3374652_uploaded_image1_1633650923.jpg"
"1739370930-415","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon voyageur","10 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3373811_uploaded_image1_1633618398.jpg"
"1739370930-416","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon voyageur","10 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3373808_uploaded_image1_1633618269.jpg"
"1739370930-417","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3371154_uploaded_image1_1633515720.jpg"
"1739370930-418","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Barahmane","100 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_3370800_uploaded_image2_1633504872.jpeg"
"1739370930-419","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple poulet Brahmâ","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3369356_uploaded_image1_1633438053.jpg"
"1739370930-420","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Romain","85 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3362871_uploaded_image1_1633116442.jpg"
"1739370930-421","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Brahman Herminé","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3357881_uploaded_image3_1632920077.jpeg"
"1739370930-422","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Brahma hermnée","100 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3357145_uploaded_image1_1632869295.jpg"
"1739370930-423","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Mondain","110 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353083_uploaded_image1_1632604432.jpg"
"1739370930-424","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353071_uploaded_image1_1632603938.jpg"
"1739370930-425","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353065_uploaded_image1_1632603690.jpg"
"1739370930-426","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon bajoura","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353059_uploaded_image1_1632603388.jpg"
"1739370930-427","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349405_uploaded_image2_1632391949.jpeg"
"1739370930-428","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules brahmanes","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349401_uploaded_image1_1632391902.jpg"
"1739370930-429","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules Brahmanes","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349397_uploaded_image2_1632391557.jpeg"
"1739370930-430","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules brahmanes","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349394_uploaded_image1_1632391504.jpg"
"1739370930-431","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3348160_uploaded_image1_1632324869.jpg"
"1739370930-432","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulet de chair","2 300CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3337450_uploaded_image1_1631785546.jpg"
"1739370930-433","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon","Prix sur demande","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3334209_uploaded_image1_1631622270.jpg"
"1739370930-434","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulets pondeuses","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3333107_uploaded_image1_1631563838.jpg"
"1739370934-435","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets de chair","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4021629_uploaded_image1_1671880183.jpg"
"1739370934-436","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple texan","40 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4021335_uploaded_image1_1671837753.jpg"
"1739370934-437","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple mondain","90 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4021333_uploaded_image1_1671837659.jpg"
"1739370934-438","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple pigeons","14 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4019501_uploaded_image1_1671719532.jpg"
"1739370934-439","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4019426_uploaded_image1_1671715622.jpg"
"1739370934-440","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","50 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_4013190_uploaded_image1_1671298740.jpg"
"1739370934-441","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","30 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4012180_uploaded_image1_1671225603.jpg"
"1739370934-442","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules","35 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4012177_uploaded_image3_1671225532.jpeg"
"1739370934-443","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","12 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4009110_uploaded_image1_1671058199.jpg"
"1739370934-444","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple Brahma","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4005445_uploaded_image1_1670854767.jpg"
"1739370934-445","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon français","25 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3999035_uploaded_image1_1670454354.jpg"
"1739370934-446","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq mal cochain","65 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3990507_uploaded_image1_1669994795.jpg"
"1739370934-447","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","80 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3989311_uploaded_image1_1669935034.jpg"
"1739370934-448","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Mondain","85 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3986519_uploaded_image1_1669815997.jpg"
"1739370934-449","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Mâle Brahma","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3983729_uploaded_image1_1669650251.jpg"
"1739370934-450","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin bleu holande","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3981130_uploaded_image1_1669460038.jpg"
"1739370934-451","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin dinde chair","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3981127_uploaded_image1_1669459933.jpg"
"1739370934-452","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons Pan Indien","30 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3958692_uploaded_image1_1668044083.jpg"
"1739370934-453","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins","30 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3956250_uploaded_image1_1667916487.jpg"
"1739370934-454","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq choie & bramane","50 000CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_3956033_uploaded_image1_1667909977.jpg"
"1739370934-455","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Paire Brahma","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3941235_uploaded_image1_1667077382.jpg"
"1739370934-456","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","25 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3937288_uploaded_image1_1666813728.jpg"
"1739370934-457","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin male Fauve","65 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3934536_uploaded_image1_1666646311.jpg"
"1739370934-458","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3916214_uploaded_image1_1665526226.jpg"
"1739370934-459","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin mâle engoura","20 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3911550_uploaded_image1_1665233894.jpg"
"1739370934-460","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","10 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3911548_uploaded_image1_1665233800.jpg"
"1739370934-461","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins de caille","500CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3882380_uploaded_image1_1663498641.jpg"
"1739370934-462","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Bleues d’Hollandes","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3879030_uploaded_image1_1663241521.jpg"
"1739370934-463","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Bleues Hollandaises","1 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3879015_uploaded_image1_1663241115.jpg"
"1739370934-464","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet chair","4 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3869035_uploaded_image1_1662638536.jpg"
"1739370934-465","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Brahmans Herminé et Cochins","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3868279_uploaded_image1_1662589600.jpg"
"1739370934-466","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin pintade","1 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3859176_uploaded_image1_1662124807.jpg"
"1739370934-467","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","3 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3856165_uploaded_image1_1662024131.jpg"
"1739370934-468","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon voyageur","7 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3856160_uploaded_image1_1662023975.jpg"
"1739370934-469","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Diamant Mandarin Huppé","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3841798_uploaded_image1_1661198573.jpg"
"1739370934-470","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3829942_uploaded_image1_1660489290.jpg"
"1739370934-471","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3820532_uploaded_image1_1659963344.jpg"
"1739370934-472","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","3 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3820323_uploaded_image1_1659956851.jpg"
"1739370934-473","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons portugais espagnols","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3818868_uploaded_image1_1659851735.jpg"
"1739370934-474","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons espagnols","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3818867_uploaded_image1_1659851278.jpg"
"1739370934-475","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3818707_uploaded_image1_1659828045.jpg"
"1739370934-476","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Opal","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_3817370_uploaded_image1_1659739915.jpg"
"1739370934-477","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3813508_uploaded_image1_1659550707.jpg"
"1739370934-478","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","3 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3812639_uploaded_image1_1659524524.jpg"
"1739370934-479","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3809817_uploaded_image1_1659394489.jpg"
"1739370934-480","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Femelle herminé pur sang","45 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3807013_uploaded_image1_1659264761.jpg"
"1739370934-481","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule Brahman","60 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3803369_uploaded_image1_1659011427.jpg"
"1739370934-482","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule Brahma","110 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3803358_uploaded_image2_1659010838.jpeg"
"1739370934-483","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Femelles Manteau Opal","35 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3802372_uploaded_image1_1658943727.jpg"
"1739370934-484","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules","2 800CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3799302_uploaded_image1_1658780673.jpg"
"1739370934-485","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin nain","60 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3795801_uploaded_image1_1658525928.jpg"
"1739370934-486","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet d'ornement","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3795149_uploaded_image1_1658494666.jpg"
"1739370934-487","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets frais","3 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3749412_uploaded_image1_1655656513.jpg"
"1739370934-488","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets Hollande","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3788366_uploaded_image1_1658082013.jpg"
"1739370934-489","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple lapin nain","60 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3779800_uploaded_image1_1657474190.jpg"
"1739370934-490","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","15 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3778360_uploaded_image1_1657315361.jpg"
"1739370934-491","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","20 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3762877_uploaded_image1_1656485681.jpg"
"1739370934-492","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins nain","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756850_uploaded_image1_1656080564.jpg"
"1739370934-493","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins chair","28 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756839_uploaded_image1_1656080074.jpg"
"1739370934-494","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Cochins","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3738020_uploaded_image1_1654981855.jpg"
"1739370934-495","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3726420_uploaded_image1_1654342685.jpg"
"1739370934-496","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Brahmane","45 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3725108_uploaded_image1_1654262429.jpg"
"1739370934-497","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","2 500CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_3719067_uploaded_image1_1654006894.jpg"
"1739370934-498","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3717493_uploaded_image1_1653911809.jpg"
